Date,Region,Food_Item,Historical_Price,Rainfall,Temperature,Inflation_Rate,Fuel_Cost,Supply,Demand
2021-05-31,South,Wheat,33.96,13.5,25.4,1.19,88.48,569,507
2021-05-31,North,Rice,51.04,112.6,37.8,5.92,86.7,1722,1732
2021-05-31,North,Vegetables,79.62,260.5,36.1,7.18,116.81,1359,434
2021-05-31,North,Rice,86.73,135.9,33.3,7.72,68.3,1634,699
2021-05-31,North,Wheat,51.99,138.9,18.6,8.35,54.21,946,1514
2021-06-30,East,Vegetables,91.48,235.2,35.4,2.39,102.19,1234,1676
2021-06-30,West,Fruits,33.94,149.2,27.1,6.06,81.45,839,346
2021-06-30,South,Wheat,12.06,247.0,30.3,4.15,105.22,1410,1483
2021-06-30,West,Wheat,88.85,22.9,30.5,5.77,82.05,1927,635
2021-06-30,South,Fruits,64.52,207.2,19.9,1.02,77.21,1692,632
2021-06-30,South,Fruits,91.66,145.3,20.4,5.05,76.88,1922,826
2021-07-31,North,Vegetables,89.6,269.5,32.9,4.92,89.13,1331,328
2021-07-31,North,Rice,59.42,46.8,21.6,2.2,72.21,1458,1756
2021-07-31,South,Wheat,56.87,46.1,34.5,2.06,74.13,1804,1152
2021-07-31,South,Fruits,45.32,186.3,23.9,3.93,61.38,645,906
2021-07-31,East,Vegetables,75.97,159.0,30.3,8.41,101.08,1569,940
2021-08-31,South,Vegetables,14.75,124.3,37.2,6.62,78.48,1411,311
2021-08-31,South,Fruits,64.23,99.6,23.5,8.68,64.39,1793,984
2021-08-31,North,Fruits,60.22,263.8,26.6,4.72,59.15,832,1291
2021-08-31,South,Rice,33.13,299.8,34.3,9.88,69.88,1278,1501
2021-08-31,East,Vegetables,11.11,266.5,21.5,5.62,85.58,1337,801
2021-08-31,East,Rice,68.57,64.8,35.1,2.94,57.07,1230,389
2021-08-31,West,Rice,13.03,156.8,38.3,3.3,54.2,1481,1061
2021-08-31,East,Fruits,36.95,37.5,21.9,5.18,94.32,1677,502
2021-09-30,North,Wheat,33.7,103.6,39.4,6.97,106.66,1714,318
2021-09-30,East,Vegetables,23.84,234.6,20.0,8.76,104.22,1093,1300
2021-09-30,West,Wheat,99.32,124.7,20.6,5.57,111.74,513,750
2021-09-30,East,Vegetables,10.55,93.5,31.6,5.09,51.81,1015,984
2021-09-30,North,Vegetables,59.44,191.7,38.5,8.8,87.81,1669,462
2021-09-30,West,Rice,25.64,17.9,23.5,7.6,61.55,1438,371
2021-10-31,West,Rice,84.94,18.4,25.8,4.09,60.46,1019,1436
2021-10-31,East,Wheat,42.06,148.2,33.5,1.62,60.08,1286,1326
2021-10-31,South,Rice,89.38,222.5,15.2,7.3,113.13,756,661
2021-10-31,South,Vegetables,83.97,292.6,33.1,3.4,93.64,1410,426
2021-10-31,West,Rice,15.63,54.1,38.7,1.18,95.51,1349,938
2021-10-31,South,Vegetables,76.38,6.6,23.6,3.65,88.98,1127,1395
2021-10-31,North,Vegetables,42.83,102.5,26.4,7.06,92.96,1815,961
2021-11-30,South,Wheat,71.21,102.1,34.6,9.13,101.58,715,1756
2021-11-30,South,Wheat,57.02,274.7,23.3,4.57,54.61,1485,1662
2021-11-30,East,Fruits,33.1,104.1,15.6,5.25,79.51,1733,1095
2021-11-30,North,Vegetables,50.54,194.3,17.5,7.35,57.17,1806,1110
2021-12-31,East,Rice,66.52,292.4,20.4,9.3,84.81,1726,373
2021-12-31,East,Rice,44.16,81.4,31.8,3.12,59.89,556,1400
2021-12-31,East,Fruits,67.56,265.7,26.4,8.56,73.87,1909,948
2021-12-31,East,Vegetables,97.37,170.8,31.2,4.56,76.51,1832,1780
2021-12-31,West,Wheat,73.91,109.1,23.0,6.43,97.35,1229,1202
2021-12-31,East,Vegetables,84.26,168.0,35.1,8.12,99.17,1689,686
2021-12-31,South,Fruits,80.55,117.8,21.0,2.55,77.96,1419,919
2022-01-31,East,Fruits,80.41,20.9,31.9,4.77,118.73,1504,1797
2022-01-31,North,Fruits,43.3,247.3,17.8,8.6,119.43,529,1489
2022-01-31,East,Rice,19.57,213.9,18.5,4.08,95.47,1656,1555
2022-01-31,South,Vegetables,75.92,74.1,18.1,7.34,107.05,769,774
2022-01-31,North,Fruits,81.41,49.8,21.4,8.8,55.6,707,1056
2022-01-31,East,Wheat,11.59,130.7,37.8,9.06,116.31,1364,380
2022-01-31,East,Fruits,49.71,73.9,25.3,6.12,66.67,1857,1282
2022-01-31,South,Wheat,58.33,222.9,18.7,1.42,119.48,1409,798
2022-02-28,West,Rice,81.33,124.1,30.8,4.23,84.07,829,782
2022-02-28,North,Wheat,26.47,282.4,17.9,7.41,72.4,1651,1356
2022-02-28,North,Rice,81.85,15.1,31.3,8.45,69.32,1999,692
2022-02-28,East,Vegetables,27.9,101.2,26.0,7.96,107.2,1466,1740
2022-02-28,East,Rice,21.85,214.4,33.3,6.54,115.86,756,1578
2022-02-28,South,Rice,80.43,4.8,33.8,7.13,115.86,1676,1191
2022-02-28,North,Rice,19.53,76.6,17.4,7.83,53.7,609,888
2022-02-28,East,Vegetables,13.42,275.8,30.4,3.83,103.9,1073,599
2022-02-28,North,Rice,17.85,149.8,28.9,4.62,85.37,1769,1743
2022-02-28,East,Rice,69.64,77.5,19.7,3.33,79.01,1242,1762
2022-02-28,South,Vegetables,95.2,35.1,24.5,3.53,111.41,880,644
2022-03-31,North,Wheat,16.15,162.4,18.8,4.32,78.45,1925,1447
2022-03-31,South,Rice,67.25,251.9,31.2,6.7,51.34,1731,1190
2022-03-31,North,Fruits,57.8,202.3,33.2,8.54,86.59,1009,1289
2022-03-31,South,Rice,57.84,112.3,24.0,9.18,92.08,1218,984
2022-03-31,West,Fruits,21.52,25.2,31.2,7.65,70.78,1412,726
2022-03-31,West,Fruits,35.0,114.8,30.0,5.21,68.13,1605,1221
2022-03-31,North,Fruits,59.04,169.1,39.1,1.37,118.48,1059,644
2022-03-31,East,Wheat,24.55,0.6,15.1,4.04,64.73,1150,887
2022-03-31,North,Wheat,30.77,282.1,21.3,3.41,85.07,1471,1371
2022-04-30,North,Fruits,14.71,248.0,23.4,6.4,115.64,522,1754
2022-04-30,North,Wheat,26.0,62.1,38.5,8.76,79.64,1446,758
2022-04-30,East,Vegetables,27.07,271.9,23.9,5.07,59.23,1653,1501
2022-04-30,East,Rice,70.02,57.2,16.4,6.89,63.3,739,965
2022-04-30,East,Vegetables,96.55,113.2,28.0,1.88,100.45,889,556
2022-04-30,South,Fruits,30.6,281.2,21.0,3.53,88.15,1818,678
2022-04-30,North,Fruits,37.55,185.2,22.3,9.09,102.52,666,1428
2022-04-30,North,Rice,19.97,153.8,32.0,2.67,100.05,1532,576
2022-05-31,North,Wheat,70.88,66.6,25.4,6.86,112.97,513,1487
2022-05-31,West,Wheat,40.67,285.4,39.6,2.43,86.38,1802,791
2022-05-31,West,Vegetables,43.61,212.5,19.0,4.05,68.82,1662,780
2022-05-31,South,Wheat,29.06,171.2,25.9,9.38,63.32,810,967
2022-05-31,West,Wheat,39.32,243.1,16.5,7.45,116.37,1207,1415
2022-05-31,South,Rice,66.36,171.6,35.8,8.18,79.36,901,1075
2022-05-31,East,Rice,80.76,238.9,30.7,8.14,92.16,770,1012
2022-05-31,South,Rice,59.46,232.3,37.6,6.63,96.54,1576,780
2022-05-31,North,Wheat,85.78,131.2,37.1,4.99,82.78,1543,1228
2022-05-31,South,Fruits,16.72,248.9,39.8,4.39,86.03,921,979
2022-05-31,South,Wheat,16.18,137.5,20.5,5.35,59.64,1205,428
2022-05-31,East,Wheat,44.11,76.0,32.1,7.25,98.96,1812,1531
2022-05-31,East,Rice,97.67,83.5,38.7,7.14,77.76,1238,1767
2022-06-30,North,Fruits,21.98,228.3,20.4,2.1,72.1,1373,865
2022-06-30,North,Wheat,30.37,174.6,39.9,1.15,74.85,695,851
2022-06-30,North,Rice,31.91,90.6,18.4,4.59,93.69,1056,422
2022-06-30,South,Wheat,14.15,124.3,28.6,2.06,76.55,1574,1580
2022-06-30,North,Fruits,45.59,275.0,16.0,1.06,112.12,1089,802
2022-06-30,North,Wheat,69.67,182.9,35.5,2.03,94.18,1292,1797
2022-06-30,North,Rice,59.06,164.3,39.6,2.65,70.24,1211,1149
2022-06-30,South,Rice,34.24,169.0,26.1,7.04,60.19,1138,1169
2022-06-30,West,Fruits,53.68,127.4,30.1,2.55,108.6,1095,1696
2022-06-30,South,Vegetables,75.27,179.1,35.9,2.48,92.2,1857,1448
2022-06-30,North,Fruits,69.18,105.8,34.5,4.24,93.31,1118,1650
2022-06-30,North,Rice,12.8,63.0,24.7,2.85,64.33,1324,462
2022-06-30,South,Fruits,84.27,217.5,22.1,2.54,74.55,875,316
2022-06-30,South,Fruits,55.1,279.2,39.9,4.62,96.23,1846,1799
2022-06-30,North,Rice,23.89,217.3,21.2,9.6,60.42,794,454
2022-06-30,East,Rice,32.86,8.5,20.6,8.63,81.5,572,1039
2022-07-31,West,Wheat,15.82,217.5,33.2,7.04,81.38,807,1065
2022-07-31,South,Fruits,45.08,112.1,34.5,1.29,94.71,582,383
2022-07-31,West,Vegetables,76.35,202.8,30.2,9.49,86.78,1716,733
2022-07-31,West,Wheat,22.5,258.5,26.1,2.92,62.27,1789,317
2022-07-31,West,Fruits,73.0,233.0,29.5,2.16,73.55,1507,744
2022-08-31,East,Fruits,98.21,113.7,23.1,8.33,111.19,1709,925
2022-08-31,East,Rice,15.35,180.9,21.1,2.12,70.07,795,438
2022-08-31,West,Wheat,76.57,125.8,37.4,4.36,119.69,1484,1480
2022-08-31,South,Fruits,10.02,235.9,39.9,9.31,119.99,1470,1487
2022-08-31,West,Vegetables,77.13,273.1,29.7,2.58,93.54,1100,1058
2022-08-31,East,Fruits,84.14,83.8,28.1,3.76,81.24,1076,888
2022-08-31,South,Vegetables,76.58,23.1,33.2,1.86,64.15,763,1382
2022-08-31,West,Vegetables,43.34,281.5,19.2,8.08,77.11,743,996
2022-08-31,South,Vegetables,33.26,292.3,16.1,7.91,96.5,1551,1089
2022-08-31,North,Rice,99.21,135.2,15.5,1.52,71.78,798,524
2022-08-31,East,Wheat,70.69,15.7,23.4,2.28,116.52,1127,360
2022-08-31,North,Vegetables,77.87,201.6,18.8,6.61,57.44,935,849
2022-08-31,North,Wheat,57.92,164.8,34.7,3.44,113.42,1579,1382
2022-08-31,West,Vegetables,84.75,69.6,28.1,4.96,113.43,1264,1346
2022-08-31,East,Fruits,70.44,142.6,29.7,8.05,119.88,1047,1263
2022-08-31,West,Vegetables,34.81,21.3,22.4,6.0,110.2,796,882
2022-08-31,East,Wheat,93.31,4.7,15.6,9.54,105.81,691,1555
2022-08-31,East,Fruits,71.05,61.1,37.5,7.43,71.17,1208,1229
2022-08-31,East,Vegetables,83.51,83.5,33.6,1.12,114.12,608,829
2022-09-30,North,Rice,37.29,245.4,30.8,4.58,62.41,1437,1033
2022-09-30,East,Rice,31.23,134.6,20.9,7.7,78.56,1799,1197
2022-09-30,South,Fruits,30.35,181.6,15.6,7.55,83.22,1412,805
2022-09-30,South,Vegetables,35.54,264.5,37.3,8.79,62.35,1152,1345
2022-09-30,West,Vegetables,84.64,99.1,33.7,1.51,67.74,1918,411
2022-09-30,South,Fruits,97.74,280.6,28.7,2.86,92.54,1753,680
2022-09-30,North,Vegetables,83.06,138.0,24.5,2.79,70.37,1656,1036
2022-09-30,East,Wheat,38.27,257.9,37.4,2.73,51.92,1794,1304
2022-09-30,South,Fruits,49.82,56.7,27.3,3.91,50.83,1237,760
2022-09-30,South,Wheat,89.19,110.8,22.7,8.07,109.4,1280,1464
2022-09-30,North,Fruits,14.19,5.9,29.6,7.66,58.36,604,1342
2022-10-31,West,Fruits,25.04,33.6,25.1,3.86,75.86,745,1149
2022-10-31,East,Vegetables,44.68,93.0,32.4,7.56,58.77,1816,1196
2022-10-31,North,Vegetables,57.45,142.5,18.0,5.5,93.91,1903,1215
2022-10-31,South,Fruits,42.68,131.5,24.9,3.08,66.41,1412,994
2022-10-31,East,Rice,49.2,179.7,28.8,9.5,114.62,1589,1068
2022-10-31,East,Wheat,88.48,50.4,27.4,1.35,101.61,1406,715
2022-10-31,West,Wheat,84.26,298.5,17.1,1.55,62.18,952,956
2022-11-30,East,Vegetables,79.91,65.9,29.9,4.57,118.88,587,414
2022-11-30,South,Fruits,83.5,218.8,22.9,9.88,85.27,1626,766
2022-11-30,East,Wheat,41.13,123.5,21.2,2.26,64.46,1655,844
2022-11-30,West,Wheat,31.5,4.0,16.0,3.29,81.11,571,755
2022-11-30,West,Rice,29.32,141.3,30.5,7.91,76.34,1304,489
2022-11-30,South,Wheat,10.29,185.7,17.3,6.87,89.17,505,494
2022-11-30,South,Wheat,42.43,241.8,27.2,6.59,85.54,809,629
2022-11-30,North,Fruits,71.27,264.5,21.1,2.23,100.93,1712,801
2022-11-30,East,Fruits,67.16,258.9,21.8,3.63,89.6,1423,1393
2022-11-30,South,Vegetables,54.5,294.6,16.1,5.79,81.33,1797,1601
2022-12-31,East,Wheat,84.07,119.2,26.1,5.8,93.44,1830,1585
2022-12-31,East,Rice,12.26,294.1,27.5,4.84,52.61,780,478
2022-12-31,East,Vegetables,13.94,148.4,15.4,2.98,106.95,1714,751
2022-12-31,South,Wheat,57.37,154.2,19.6,8.06,70.09,725,1534
2022-12-31,West,Wheat,32.78,202.3,29.0,2.66,118.59,1530,515
2022-12-31,East,Fruits,23.55,16.3,37.3,2.25,100.49,1424,465
2022-12-31,West,Vegetables,25.06,95.4,31.8,3.4,64.58,1959,1619
2022-12-31,North,Fruits,98.06,68.6,32.0,5.78,116.18,1215,343
2022-12-31,West,Rice,78.33,166.0,24.1,5.01,66.87,837,558
2022-12-31,West,Wheat,12.94,209.0,26.7,7.81,70.1,1188,923
2022-12-31,West,Fruits,65.21,153.8,35.1,8.96,86.34,1044,852
2022-12-31,East,Fruits,65.35,13.6,31.5,2.86,108.22,598,962
2022-12-31,South,Wheat,16.88,259.2,28.1,9.56,56.69,1571,1382
2023-01-31,West,Wheat,91.85,92.7,16.3,5.43,53.47,1024,1276
2023-01-31,West,Fruits,15.16,288.5,22.0,4.76,116.73,1167,792
2023-01-31,East,Wheat,56.32,229.1,18.4,8.53,60.05,1990,485
2023-01-31,North,Fruits,21.27,73.7,29.1,5.02,90.76,1738,540
2023-01-31,East,Wheat,12.2,212.0,22.7,5.0,102.05,590,565
2023-01-31,East,Vegetables,61.95,9.8,21.6,5.24,113.82,1242,1756
2023-01-31,North,Vegetables,17.78,263.4,23.4,7.73,86.46,1442,619
2023-01-31,North,Wheat,77.34,286.9,38.5,7.71,94.25,1475,443
2023-01-31,North,Fruits,78.17,64.4,15.7,9.49,90.84,1077,366
2023-02-28,South,Rice,94.34,90.7,19.4,7.0,100.02,1740,830
2023-02-28,West,Rice,76.91,163.4,28.0,6.28,52.04,1045,771
2023-02-28,North,Vegetables,11.62,175.1,37.2,1.57,104.49,1351,1119
2023-02-28,South,Vegetables,75.08,81.4,30.1,3.84,98.75,1688,1603
2023-02-28,West,Vegetables,91.62,18.2,25.9,6.8,100.84,1612,918
2023-02-28,North,Wheat,66.81,160.3,17.2,7.64,68.04,1180,739
2023-02-28,South,Rice,66.96,248.0,29.7,6.27,110.76,1385,1201
2023-03-31,North,Fruits,21.01,51.6,23.4,5.9,119.86,1128,707
2023-03-31,West,Wheat,80.24,192.2,20.8,6.39,51.98,855,1362
2023-03-31,South,Fruits,19.37,162.7,22.6,5.39,57.03,1653,1385
2023-03-31,North,Wheat,56.83,234.2,16.3,6.41,70.96,1902,1549
2023-03-31,North,Vegetables,38.37,280.5,39.4,3.58,101.45,881,1333
2023-03-31,North,Wheat,52.28,62.4,22.4,9.65,71.21,996,1010
2023-03-31,North,Rice,69.29,61.1,28.8,5.83,61.84,625,1792
2023-03-31,North,Vegetables,25.2,68.8,29.8,9.94,58.66,1681,616
2023-03-31,North,Wheat,56.05,128.7,37.6,8.85,95.41,1757,300
2023-03-31,South,Wheat,39.12,192.8,22.4,7.18,69.25,1169,1526
2023-03-31,East,Vegetables,63.37,7.5,25.2,3.09,81.44,1209,1178
2023-03-31,South,Wheat,33.93,207.0,36.6,1.34,55.48,1301,1195
2023-03-31,South,Vegetables,24.83,232.9,15.0,1.56,63.34,1020,1512
2023-03-31,East,Rice,22.69,189.2,18.2,7.97,87.05,1201,1661
2023-03-31,East,Fruits,29.82,164.0,22.9,4.99,50.74,1612,702
2023-03-31,East,Fruits,86.03,188.4,25.2,4.2,103.38,1179,643
2023-04-30,East,Vegetables,44.06,39.0,33.2,5.37,74.64,654,355
2023-04-30,West,Fruits,10.34,122.6,35.7,8.55,82.2,560,841
2023-04-30,East,Vegetables,49.97,117.2,20.2,8.65,62.66,967,1099
2023-04-30,South,Vegetables,40.63,216.2,23.0,5.55,90.02,1161,785
2023-04-30,East,Rice,30.93,136.5,16.0,4.74,61.58,970,416
2023-04-30,East,Vegetables,86.87,254.4,19.3,1.18,98.88,1970,1764
2023-04-30,South,Fruits,34.44,139.5,28.1,2.81,117.31,1357,473
2023-04-30,West,Fruits,54.65,9.3,20.3,6.96,59.38,1638,1771
2023-05-31,East,Vegetables,43.73,124.4,16.3,4.65,104.91,1084,945
2023-05-31,North,Rice,21.02,64.6,22.7,5.93,110.57,1539,394
2023-05-31,South,Wheat,48.63,261.4,38.3,5.63,65.48,767,1197
2023-05-31,North,Wheat,54.59,158.2,21.3,3.02,53.23,1283,1234
2023-05-31,West,Vegetables,54.64,115.9,38.2,5.53,62.09,1872,1590
2023-05-31,East,Wheat,29.9,225.5,20.8,5.05,98.29,1993,1465
2023-05-31,North,Vegetables,68.15,207.0,35.6,8.27,90.14,609,987
2023-05-31,East,Wheat,41.17,55.8,34.1,2.75,98.57,683,1091
2023-05-31,East,Wheat,45.37,257.4,34.4,7.36,108.32,1811,1002
2023-05-31,West,Vegetables,20.16,250.1,23.1,7.03,100.74,748,1187
2023-05-31,West,Fruits,18.43,28.5,35.7,1.47,68.8,770,1204
2023-05-31,West,Fruits,57.57,295.6,22.4,1.77,101.48,773,1181
2023-05-31,South,Rice,68.98,154.9,17.2,1.08,61.17,1699,1654
2023-05-31,West,Rice,96.96,103.4,22.5,3.15,114.87,621,906
2023-05-31,East,Fruits,42.1,221.8,18.2,5.93,114.2,744,525
2023-06-30,South,Vegetables,43.92,184.8,17.3,1.48,117.55,1165,649
2023-06-30,West,Rice,89.4,31.1,25.6,3.92,97.95,1538,1534
2023-06-30,North,Wheat,13.1,250.1,20.0,8.34,75.19,1370,1607
2023-06-30,North,Vegetables,97.97,254.8,23.3,1.96,58.79,911,976
2023-07-31,West,Wheat,50.28,242.2,33.1,6.88,63.23,1607,1218
2023-07-31,East,Wheat,41.88,193.4,31.2,1.66,57.19,1053,494
2023-07-31,South,Rice,19.97,61.9,35.3,1.32,118.68,1103,592
2023-07-31,North,Vegetables,10.21,189.2,24.6,9.99,72.83,1042,1008
2023-07-31,North,Wheat,57.27,283.5,35.4,5.28,112.43,1875,323
2023-07-31,South,Vegetables,63.35,140.1,24.3,8.09,110.85,855,868
2023-07-31,South,Rice,40.92,120.7,19.1,8.43,96.69,947,324
2023-07-31,West,Rice,35.14,144.4,32.5,2.23,112.87,1137,1487
2023-07-31,East,Vegetables,50.51,197.7,17.5,4.95,113.88,870,610
2023-07-31,West,Wheat,48.19,234.4,39.7,2.91,53.8,1699,590
2023-07-31,West,Vegetables,32.99,241.4,19.0,8.91,54.42,1096,900
2023-07-31,East,Fruits,82.96,106.3,30.8,3.4,111.3,1404,433
2023-08-31,North,Fruits,42.66,169.5,29.3,5.91,81.23,1709,876
2023-08-31,East,Wheat,30.47,166.6,25.9,5.38,58.19,722,638
2023-08-31,East,Fruits,27.21,234.3,15.9,8.3,117.26,917,572
2023-08-31,East,Wheat,88.02,35.1,37.2,1.58,111.17,1954,432
2023-08-31,West,Wheat,97.61,296.3,37.6,1.09,57.84,1454,512
2023-08-31,West,Fruits,28.89,39.0,23.5,9.87,57.25,646,1192
2023-08-31,West,Rice,82.59,60.2,23.0,5.04,108.88,1995,1787
2023-08-31,East,Wheat,61.57,206.4,31.3,6.67,53.37,1013,857
2023-08-31,West,Wheat,66.64,284.2,17.7,8.9,110.0,1242,1403
2023-08-31,South,Wheat,10.99,108.7,21.2,2.0,115.1,1416,755
2023-09-30,South,Wheat,75.11,228.7,25.8,1.78,78.89,1801,1405
2023-09-30,South,Vegetables,21.91,205.6,18.2,2.65,65.38,932,1469
2023-09-30,East,Rice,70.06,113.1,37.4,6.45,71.41,1332,766
2023-09-30,East,Rice,63.89,63.6,34.3,8.16,84.53,1163,994
2023-09-30,North,Fruits,40.58,28.3,26.3,2.18,109.43,1197,1641
2023-09-30,West,Rice,45.94,224.5,28.6,1.82,67.98,892,1234
2023-09-30,South,Fruits,25.35,183.4,30.3,8.4,82.34,1129,1109
2023-09-30,South,Wheat,63.87,144.5,16.9,9.56,67.42,559,1552
2023-09-30,South,Rice,58.48,117.5,20.9,8.64,115.44,1843,608
2023-09-30,South,Wheat,34.21,38.2,22.4,4.38,92.48,963,744
2023-09-30,North,Fruits,34.13,74.3,18.1,7.12,90.95,877,465
2023-10-31,North,Rice,18.0,293.1,27.7,2.09,79.25,752,742
2023-10-31,West,Vegetables,61.93,234.2,28.9,8.39,70.62,1805,796
2023-10-31,South,Rice,68.87,195.3,37.6,3.18,51.24,930,1795
2023-10-31,West,Vegetables,20.26,268.4,18.5,6.89,52.41,1067,475
2023-10-31,North,Rice,64.57,284.7,38.2,9.96,65.56,1105,1286
2023-10-31,East,Wheat,66.2,114.4,17.6,1.83,55.54,1808,960
2023-10-31,East,Vegetables,83.83,245.5,18.2,8.63,114.03,1123,557
2023-11-30,South,Fruits,61.73,13.6,19.9,5.39,112.2,1519,437
2023-11-30,North,Rice,70.26,214.5,37.6,2.29,100.1,1853,1740
2023-11-30,North,Vegetables,11.98,37.9,23.9,1.83,81.66,884,749
2023-11-30,West,Wheat,26.81,217.7,29.9,4.45,100.59,1965,1340
2023-12-31,North,Vegetables,97.37,285.9,15.8,8.78,68.25,1004,890
2023-12-31,East,Rice,90.73,267.0,34.4,8.75,107.46,1392,536
2023-12-31,West,Wheat,89.92,176.6,20.5,5.81,98.85,1658,624
2023-12-31,East,Fruits,27.63,98.1,27.1,6.55,62.85,641,1298
2023-12-31,North,Fruits,20.78,54.8,20.9,1.76,116.35,1769,1143
2023-12-31,East,Rice,45.09,189.6,35.0,3.36,72.02,686,730
2023-12-31,South,Vegetables,65.62,269.8,20.0,5.98,101.35,1688,763
2023-12-31,West,Rice,67.15,280.9,29.7,8.68,85.98,933,971
2023-12-31,South,Wheat,20.59,190.3,24.4,8.74,98.09,1664,438
2023-12-31,West,Fruits,93.63,236.8,31.1,6.66,64.66,1260,695
